formula,instruction,branches,depth,nodes,b-depth,c-branches,c-depth,c-nodes,is tautology
~(((p1) v (p1)) = (p3)),{{3}{11}},4,6,17,2,4,6,17,False
~(((p1) = (p1)) = (p3)),{{1}{33}},4,6,15,2,4,6,17,False
~(((p1) = (p1)) = (p3)),{{3}{11}},4,6,17,2,4,6,17,False
~(((p1) & (p2)) & (p1)),{{1}{22}},3,6,12,2,4,6,16,False
~(((p1) & (p2)) & (p1)),{{2}{11}},3,6,12,2,4,6,16,False
~(((p1) -> (p2)) & (p1)),{{1}{22}},3,6,12,2,4,6,16,False
~(((p1) -> (p2)) & (p1)),{{2}{11}},4,6,15,2,4,6,16,False
~(((p1) v (p2)) & (p1)),{{1}{22}},2,5,7,1,4,6,17,False
~(((p1) v (p2)) & (p1)),{{2}{11}},4,6,16,2,4,6,17,False
~(((p1) = (p2)) & (p1)),{{1}{22}},3,6,11,2,4,6,16,False
~(((p1) = (p2)) & (p1)),{{2}{11}},4,6,16,2,4,6,16,False
~(((p1) & (p2)) -> (p1)),{{1}{22}},2,5,8,1,4,6,19,False
~(((p1) & (p2)) -> (p1)),{{2}{11}},3,6,14,2,4,6,19,False
~(((p1) -> (p2)) -> (p1)),{{1}{22}},2,4,7,1,4,6,17,False
~(((p1) -> (p2)) -> (p1)),{{2}{11}},4,6,16,2,4,6,17,False
~(((p1) v (p2)) -> (p1)),{{1}{22}},3,6,13,2,4,6,18,False
~(((p1) v (p2)) -> (p1)),{{2}{11}},4,6,17,2,4,6,18,False
~(((p1) = (p2)) -> (p1)),{{1}{22}},3,6,12,2,4,6,18,False
~(((p1) = (p2)) -> (p1)),{{2}{11}},4,6,18,2,4,6,18,False
~(((p1) & (p2)) v (p1)),{{1}{22}},2,4,7,1,4,6,17,False
~(((p1) & (p2)) v (p1)),{{2}{11}},4,6,16,2,4,6,17,False
~(((p1) -> (p2)) v (p1)),{{1}{22}},2,5,8,1,4,6,19,False
~(((p1) -> (p2)) v (p1)),{{2}{11}},3,6,14,2,4,6,19,False
~(((p1) v (p2)) v (p1)),{{1}{22}},3,6,13,2,4,6,18,False
~(((p1) v (p2)) v (p1)),{{2}{11}},3,6,13,2,4,6,18,False
~(((p1) = (p2)) v (p1)),{{1}{22}},3,6,12,2,4,6,18,False
~(((p1) = (p2)) v (p1)),{{2}{11}},4,6,18,2,4,6,18,False
~(((p1) & (p2)) = (p1)),{{1}{22}},3,6,13,2,4,6,18,False
~(((p1) & (p2)) = (p1)),{{2}{11}},4,6,17,2,4,6,18,False
~(((p1) -> (p2)) = (p1)),{{1}{22}},3,6,12,2,4,6,16,False
~(((p1) -> (p2)) = (p1)),{{2}{11}},4,6,15,2,4,6,16,False
~(((p1) v (p2)) = (p1)),{{1}{22}},3,6,13,2,4,6,18,False
~(((p1) v (p2)) = (p1)),{{2}{11}},4,6,17,2,4,6,18,False
~(((p1) = (p2)) = (p1)),{{1}{22}},4,6,17,2,4,6,17,False
~(((p1) = (p2)) = (p1)),{{2}{11}},4,6,17,2,4,6,17,False
~(((p1) & (p2)) & (p2)),{{1}{22}},3,6,12,2,4,6,16,False
~(((p1) & (p2)) & (p2)),{{2}{11}},3,6,12,2,4,6,16,False
~(((p1) -> (p2)) & (p2)),{{1}{22}},4,6,16,2,4,6,17,False
~(((p1) -> (p2)) & (p2)),{{2}{11}},2,5,7,1,4,6,17,False
~(((p1) v (p2)) & (p2)),{{1}{22}},4,6,16,2,4,6,17,False
~(((p1) v (p2)) & (p2)),{{2}{11}},2,5,7,1,4,6,17,False
~(((p1) = (p2)) & (p2)),{{1}{22}},4,6,16,2,4,6,16,False
~(((p1) = (p2)) & (p2)),{{2}{11}},3,6,11,2,4,6,16,False
~(((p1) & (p2)) -> (p2)),{{1}{22}},3,6,14,2,4,6,19,False
~(((p1) & (p2)) -> (p2)),{{2}{11}},2,5,8,1,4,6,19,False
~(((p1) -> (p2)) -> (p2)),{{1}{22}},4,6,17,2,4,6,18,False
~(((p1) -> (p2)) -> (p2)),{{2}{11}},3,6,13,2,4,6,18,False
~(((p1) v (p2)) -> (p2)),{{1}{22}},4,6,17,2,4,6,18,False
~(((p1) v (p2)) -> (p2)),{{2}{11}},3,6,13,2,4,6,18,False
~(((p1) = (p2)) -> (p2)),{{1}{22}},4,6,18,2,4,6,18,False
~(((p1) = (p2)) -> (p2)),{{2}{11}},3,6,12,2,4,6,18,False
~(((p1) & (p2)) v (p2)),{{1}{22}},4,6,16,2,4,6,17,False
~(((p1) & (p2)) v (p2)),{{2}{11}},2,4,7,1,4,6,17,False
~(((p1) -> (p2)) v (p2)),{{1}{22}},3,6,13,2,4,6,18,False
~(((p1) -> (p2)) v (p2)),{{2}{11}},3,6,13,2,4,6,18,False
~(((p1) v (p2)) v (p2)),{{1}{22}},3,6,13,2,4,6,18,False
~(((p1) v (p2)) v (p2)),{{2}{11}},3,6,13,2,4,6,18,False
~(((p1) = (p2)) v (p2)),{{1}{22}},4,6,18,2,4,6,18,False
~(((p1) = (p2)) v (p2)),{{2}{11}},3,6,12,2,4,6,18,False
~(((p1) & (p2)) = (p2)),{{1}{22}},4,6,17,2,4,6,18,False
~(((p1) & (p2)) = (p2)),{{2}{11}},3,6,13,2,4,6,18,False
~(((p1) -> (p2)) = (p2)),{{1}{22}},4,6,17,2,4,6,18,False
~(((p1) -> (p2)) = (p2)),{{2}{11}},3,6,13,2,4,6,18,False
~(((p1) v (p2)) = (p2)),{{1}{22}},4,6,17,2,4,6,18,False
~(((p1) v (p2)) = (p2)),{{2}{11}},3,6,13,2,4,6,18,False
~(((p1) = (p2)) = (p2)),{{1}{22}},4,6,17,2,4,6,17,False
~(((p1) = (p2)) = (p2)),{{2}{11}},4,6,17,2,4,6,17,False
~(((p1) & (p2)) & (p3)),{{1}{22}{3333}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{1}{23}{3322}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{1}{32}{2233}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{1}{33}{2222}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{2}{11}{3333}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{2}{13}{3311}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{2}{31}{1133}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{2}{33}{1111}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{3}{11}{2222}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{3}{12}{2211}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{3}{21}{1122}},4,7,15,3,8,7,32,False
~(((p1) & (p2)) & (p3)),{{3}{22}{1111}},4,7,15,3,8,7,32,False
~(((p1) -> (p2)) & (p3)),{{1}{22}{3333}},7,7,26,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{1}{23}{3322}},5,7,19,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{1}{32}{2233}},7,7,26,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{1}{33}{2222}},5,7,19,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{2}{11}{3333}},7,7,26,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{2}{13}{3311}},7,7,26,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{2}{31}{1133}},5,7,19,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{2}{33}{1111}},5,7,19,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{3}{11}{2222}},4,7,16,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{3}{12}{2211}},4,7,16,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{3}{21}{1122}},4,7,16,3,8,7,34,False
~(((p1) -> (p2)) & (p3)),{{3}{22}{1111}},4,7,16,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{1}{22}{3333}},7,7,26,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{1}{23}{3322}},7,7,26,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{1}{32}{2233}},5,7,19,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{1}{33}{2222}},5,7,19,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{2}{11}{3333}},7,7,26,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{2}{13}{3311}},7,7,26,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{2}{31}{1133}},5,7,19,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{2}{33}{1111}},5,7,19,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{3}{11}{2222}},4,7,16,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{3}{12}{2211}},4,7,16,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{3}{21}{1122}},4,7,16,3,8,7,34,False
~(((p1) v (p2)) & (p3)),{{3}{22}{1111}},4,7,16,3,8,7,34,False
~(((p1) = (p2)) & (p3)),{{1}{22}{3333}},6,7,23,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{1}{23}{3322}},6,7,23,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{1}{32}{2233}},6,7,23,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{1}{33}{2222}},6,7,23,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{2}{11}{3333}},6,7,23,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{2}{13}{3311}},6,7,23,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{2}{31}{1133}},6,7,23,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{2}{33}{1111}},6,7,23,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{3}{11}{2222}},5,7,20,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{3}{12}{2211}},5,7,20,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{3}{21}{1122}},5,7,20,3,8,7,33,False
~(((p1) = (p2)) & (p3)),{{3}{22}{1111}},5,7,20,3,8,7,33,False
~(((p1) & (p2)) -> (p3)),{{1}{22}{3333}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{1}{23}{3322}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{1}{32}{2233}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{1}{33}{2222}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{2}{11}{3333}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{2}{13}{3311}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{2}{31}{1133}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{2}{33}{1111}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{3}{11}{2222}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{3}{12}{2211}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{3}{21}{1122}},4,7,17,3,8,7,38,False
~(((p1) & (p2)) -> (p3)),{{3}{22}{1111}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) -> (p3)),{{1}{22}{3333}},7,7,27,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{1}{23}{3322}},5,7,20,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{1}{32}{2233}},7,7,27,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{1}{33}{2222}},5,7,20,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{2}{11}{3333}},7,7,27,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{2}{13}{3311}},7,7,27,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{2}{31}{1133}},5,7,20,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{2}{33}{1111}},5,7,20,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{3}{11}{2222}},4,7,16,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{3}{12}{2211}},4,7,16,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{3}{21}{1122}},4,7,16,3,8,7,36,False
~(((p1) -> (p2)) -> (p3)),{{3}{22}{1111}},4,7,16,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{1}{22}{3333}},7,7,27,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{1}{23}{3322}},7,7,27,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{1}{32}{2233}},5,7,20,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{1}{33}{2222}},5,7,20,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{2}{11}{3333}},7,7,27,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{2}{13}{3311}},7,7,27,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{2}{31}{1133}},5,7,20,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{2}{33}{1111}},5,7,20,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{3}{11}{2222}},4,7,16,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{3}{12}{2211}},4,7,16,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{3}{21}{1122}},4,7,16,3,8,7,36,False
~(((p1) v (p2)) -> (p3)),{{3}{22}{1111}},4,7,16,3,8,7,36,False
~(((p1) = (p2)) -> (p3)),{{1}{22}{3333}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{1}{23}{3322}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{1}{32}{2233}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{1}{33}{2222}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{2}{11}{3333}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{2}{13}{3311}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{2}{31}{1133}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{2}{33}{1111}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{3}{11}{2222}},5,7,21,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{3}{12}{2211}},5,7,21,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{3}{21}{1122}},5,7,21,3,8,7,37,False
~(((p1) = (p2)) -> (p3)),{{3}{22}{1111}},5,7,21,3,8,7,37,False
~(((p1) & (p2)) v (p3)),{{1}{22}{3333}},7,7,27,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{1}{23}{3322}},5,7,20,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{1}{32}{2233}},7,7,27,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{1}{33}{2222}},5,7,20,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{2}{11}{3333}},7,7,27,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{2}{13}{3311}},5,7,20,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{2}{31}{1133}},7,7,27,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{2}{33}{1111}},5,7,20,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{3}{11}{2222}},4,7,16,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{3}{12}{2211}},4,7,16,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{3}{21}{1122}},4,7,16,3,8,7,36,False
~(((p1) & (p2)) v (p3)),{{3}{22}{1111}},4,7,16,3,8,7,36,False
~(((p1) -> (p2)) v (p3)),{{1}{22}{3333}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{1}{23}{3322}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{1}{32}{2233}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{1}{33}{2222}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{2}{11}{3333}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{2}{13}{3311}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{2}{31}{1133}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{2}{33}{1111}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{3}{11}{2222}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{3}{12}{2211}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{3}{21}{1122}},4,7,17,3,8,7,38,False
~(((p1) -> (p2)) v (p3)),{{3}{22}{1111}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{1}{22}{3333}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{1}{23}{3322}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{1}{32}{2233}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{1}{33}{2222}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{2}{11}{3333}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{2}{13}{3311}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{2}{31}{1133}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{2}{33}{1111}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{3}{11}{2222}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{3}{12}{2211}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{3}{21}{1122}},4,7,17,3,8,7,38,False
~(((p1) v (p2)) v (p3)),{{3}{22}{1111}},4,7,17,3,8,7,38,False
~(((p1) = (p2)) v (p3)),{{1}{22}{3333}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{1}{23}{3322}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{1}{32}{2233}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{1}{33}{2222}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{2}{11}{3333}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{2}{13}{3311}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{2}{31}{1133}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{2}{33}{1111}},6,7,25,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{3}{11}{2222}},5,7,21,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{3}{12}{2211}},5,7,21,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{3}{21}{1122}},5,7,21,3,8,7,37,False
~(((p1) = (p2)) v (p3)),{{3}{22}{1111}},5,7,21,3,8,7,37,False
~(((p1) & (p2)) = (p3)),{{1}{22}{3333}},8,7,30,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{1}{23}{3322}},6,7,23,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{1}{32}{2233}},8,7,32,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{1}{33}{2222}},6,7,25,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{2}{11}{3333}},8,7,30,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{2}{13}{3311}},6,7,23,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{2}{31}{1133}},8,7,32,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{2}{33}{1111}},6,7,25,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{3}{11}{2222}},6,7,26,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{3}{12}{2211}},6,7,26,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{3}{21}{1122}},6,7,26,3,8,7,35,False
~(((p1) & (p2)) = (p3)),{{3}{22}{1111}},6,7,26,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{1}{22}{3333}},8,7,30,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{1}{23}{3322}},6,7,23,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{1}{32}{2233}},8,7,32,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{1}{33}{2222}},6,7,25,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{2}{11}{3333}},8,7,30,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{2}{13}{3311}},8,7,32,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{2}{31}{1133}},6,7,23,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{2}{33}{1111}},6,7,25,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{3}{11}{2222}},6,7,26,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{3}{12}{2211}},6,7,26,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{3}{21}{1122}},6,7,26,3,8,7,35,False
~(((p1) -> (p2)) = (p3)),{{3}{22}{1111}},6,7,26,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{1}{22}{3333}},8,7,30,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{1}{23}{3322}},8,7,32,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{1}{32}{2233}},6,7,23,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{1}{33}{2222}},6,7,25,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{2}{11}{3333}},8,7,30,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{2}{13}{3311}},8,7,32,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{2}{31}{1133}},6,7,23,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{2}{33}{1111}},6,7,25,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{3}{11}{2222}},6,7,26,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{3}{12}{2211}},6,7,26,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{3}{21}{1122}},6,7,26,3,8,7,35,False
~(((p1) v (p2)) = (p3)),{{3}{22}{1111}},6,7,26,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{1}{22}{3333}},8,7,31,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{1}{23}{3322}},8,7,33,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{1}{32}{2233}},8,7,33,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{1}{33}{2222}},8,7,35,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{2}{11}{3333}},8,7,31,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{2}{13}{3311}},8,7,33,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{2}{31}{1133}},8,7,33,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{2}{33}{1111}},8,7,35,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{3}{11}{2222}},8,7,35,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{3}{12}{2211}},8,7,35,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{3}{21}{1122}},8,7,35,3,8,7,35,False
~(((p1) = (p2)) = (p3)),{{3}{22}{1111}},8,7,35,3,8,7,35,False
~(((p1) & (p3)) & (p1)),{{1}{33}},3,6,12,2,4,6,16,False
~(((p1) & (p3)) & (p1)),{{3}{11}},3,6,12,2,4,6,16,False
~(((p1) -> (p3)) & (p1)),{{1}{33}},3,6,12,2,4,6,16,False
~(((p1) -> (p3)) & (p1)),{{3}{11}},4,6,15,2,4,6,16,False
~(((p1) v (p3)) & (p1)),{{1}{33}},2,5,7,1,4,6,17,False
~(((p1) v (p3)) & (p1)),{{3}{11}},4,6,16,2,4,6,17,False
~(((p1) = (p3)) & (p1)),{{1}{33}},3,6,11,2,4,6,16,False
~(((p1) = (p3)) & (p1)),{{3}{11}},4,6,16,2,4,6,16,False
~(((p1) & (p3)) -> (p1)),{{1}{33}},2,5,8,1,4,6,19,False
~(((p1) & (p3)) -> (p1)),{{3}{11}},3,6,14,2,4,6,19,False
~(((p1) -> (p3)) -> (p1)),{{1}{33}},2,4,7,1,4,6,17,False
~(((p1) -> (p3)) -> (p1)),{{3}{11}},4,6,16,2,4,6,17,False
~(((p1) v (p3)) -> (p1)),{{1}{33}},3,6,13,2,4,6,18,False
~(((p1) v (p3)) -> (p1)),{{3}{11}},4,6,17,2,4,6,18,False
~(((p1) = (p3)) -> (p1)),{{1}{33}},3,6,12,2,4,6,18,False
~(((p1) = (p3)) -> (p1)),{{3}{11}},4,6,18,2,4,6,18,False
~(((p1) & (p3)) v (p1)),{{1}{33}},2,4,7,1,4,6,17,False
~(((p1) & (p3)) v (p1)),{{3}{11}},4,6,16,2,4,6,17,False
~(((p1) -> (p3)) v (p1)),{{1}{33}},2,5,8,1,4,6,19,False
~(((p1) -> (p3)) v (p1)),{{3}{11}},3,6,14,2,4,6,19,False
~(((p1) v (p3)) v (p1)),{{1}{33}},3,6,13,2,4,6,18,False
~(((p1) v (p3)) v (p1)),{{3}{11}},3,6,13,2,4,6,18,False
~(((p1) = (p3)) v (p1)),{{1}{33}},3,6,12,2,4,6,18,False
~(((p1) = (p3)) v (p1)),{{3}{11}},4,6,18,2,4,6,18,False
~(((p1) & (p3)) = (p1)),{{1}{33}},3,6,13,2,4,6,18,False
~(((p1) & (p3)) = (p1)),{{3}{11}},4,6,17,2,4,6,18,False
~(((p1) -> (p3)) = (p1)),{{1}{33}},3,6,12,2,4,6,16,False
~(((p1) -> (p3)) = (p1)),{{3}{11}},4,6,15,2,4,6,16,False
~(((p1) v (p3)) = (p1)),{{1}{33}},3,6,13,2,4,6,18,False
~(((p1) v (p3)) = (p1)),{{3}{11}},4,6,17,2,4,6,18,False
~(((p1) = (p3)) = (p1)),{{1}{33}},4,6,17,2,4,6,17,False
~(((p1) = (p3)) = (p1)),{{3}{11}},4,6,17,2,4,6,17,False
~(((p1) & (p3)) & (p2)),{{1}{33}{2222}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{1}{32}{2233}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{1}{23}{3322}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{1}{22}{3333}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{3}{11}{2222}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{3}{12}{2211}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{3}{21}{1122}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{3}{22}{1111}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{2}{11}{3333}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{2}{13}{3311}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{2}{31}{1133}},4,7,15,3,8,7,32,False
~(((p1) & (p3)) & (p2)),{{2}{33}{1111}},4,7,15,3,8,7,32,False
~(((p1) -> (p3)) & (p2)),{{1}{33}{2222}},7,7,26,3,8,7,34,False
~(((p1) -> (p3)) & (p2)),{{1}{32}{2233}},5,7,19,3,8,7,34,False
~(((p1) -> (p3)) & (p2)),{{1}{23}{3322}},7,7,26,3,8,7,34,False
~(((p1) -> (p3)) & (p2)),{{1}{22}{3333}},5,7,19,3,8,7,34,False
~(((p1) -> (p3)) & (p2)),{{3}{11}{2222}},7,7,26,3,8,7,34,False
